connection,kind,members,x_mm,y_mm,z_mm,axis_x,axis_y,axis_z,length_mm,length_in,diameter_mm,grip_mm,status
panel_40,screw,main_upper_right + panel_seam_horizontal,1169.2,797.8260342141557,1197.2636072066068,0.0,-0.766044443118978,0.6427876096865393,50.8,2.0,4.826,0.0,NOMINAL envelope; no rated product/capacity selected
panel_41,screw,main_upper_right + panel_edge_top,50.0,1517.2339269753302,2054.620547945367,0.0,-0.766044443118978,0.6427876096865393,50.8,2.0,4.826,0.0,NOMINAL envelope; no rated product/capacity selected
panel_42,screw,main_upper_right + panel_edge_top,423.06666666666666,1517.2339269753302,2054.620547945367,0.0,-0.766044443118978,0.6427876096865393,50.8,2.0,4.826,0.0,NOMINAL envelope; no rated product/capacity selected
panel_43,screw,main_upper_right + panel_edge_top,796.1333333333333,1517.2339269753302,2054.620547945367,0.0,-0.766044443118978,0.6427876096865393,50.8,2.0,4.826,0.0,NOMINAL envelope; no rated product/capacity selected
panel_44,screw,main_upper_right + panel_edge_top,1169.2,1517.2339269753302,2054.620547945367,0.0,-0.766044443118978,0.6427876096865393,50.8,2.0,4.826,0.0,NOMINAL envelope; no rated product/capacity selected
panel_45,screw,main_upper_right + panel_seam_vertical_upper,50.0,1037.6286651345472,1483.049254119527,0.0,-0.766044443118978,0.6427876096865393,50.8,2.0,4.826,0.0,NOMINAL envelope; no rated product/capacity selected
panel_46,screw,main_upper_right + panel_seam_vertical_upper,50.0,1277.4312960549387,1768.834901032447,0.0,-0.766044443118978,0.6427876096865393,50.8,2.0,4.826,0.0,NOMINAL envelope; no rated product/capacity selected
panel_47,screw,main_upper_right + panel_edge_right_upper,1169.2,1037.6286651345472,1483.049254119527,0.0,-0.766044443118978,0.6427876096865393,50.8,2.0,4.826,0.0,NOMINAL envelope; no rated product/capacity selected
panel_48,screw,main_upper_right + panel_edge_right_upper,1169.2,1277.4312960549387,1768.834901032447,0.0,-0.766044443118978,0.6427876096865393,50.8,2.0,4.826,0.0,NOMINAL envelope; no rated product/capacity selected
panel_49,screw,main_lower_left + mid_lower_left,-519.2,142.6969024216348,416.5111107797445,0.0,-0.766044443118978,0.6427876096865393,50.8,2.0,4.826,0.0,NOMINAL envelope; no rated product/capacity selected
panel_50,screw,main_lower_left + mid_lower_left,-519.2,335.5331853275966,646.3244437154378,0.0,-0.766044443118978,0.6427876096865393,50.8,2.0,4.826,0.0,NOMINAL envelope; no rated product/capacity selected
panel_51,screw,main_lower_left + mid_lower_left,-519.2,528.3694682335583,876.1377766511312,0.0,-0.766044443118978,0.6427876096865393,50.8,2.0,4.826,0.0,NOMINAL envelope; no rated product/capacity selected
panel_52,screw,main_lower_left + mid_lower_left,-519.2,656.9269901708662,1029.3466652749269,0.0,-0.766044443118978,0.6427876096865393,50.8,2.0,4.826,0.0,NOMINAL envelope; no rated product/capacity selected
panel_53,screw,main_lower_right + mid_lower_right,680.8,142.6969024216348,416.5111107797445,0.0,-0.766044443118978,0.6427876096865393,50.8,2.0,4.826,0.0,NOMINAL envelope; no rated product/capacity selected
panel_54,screw,main_lower_right + mid_lower_right,680.8,335.5331853275966,646.3244437154378,0.0,-0.766044443118978,0.6427876096865393,50.8,2.0,4.826,0.0,NOMINAL envelope; no rated product/capacity selected
panel_55,screw,main_lower_right + mid_lower_right,680.8,528.3694682335583,876.1377766511312,0.0,-0.766044443118978,0.6427876096865393,50.8,2.0,4.826,0.0,NOMINAL envelope; no rated product/capacity selected
panel_56,screw,main_lower_right + mid_lower_right,680.8,656.9269901708662,1029.3466652749269,0.0,-0.766044443118978,0.6427876096865393,50.8,2.0,4.826,0.0,NOMINAL envelope; no rated product/capacity selected
panel_57,screw,main_upper_left + mid_upper_left,-519.2,926.3835561514635,1350.4724958304025,0.0,-0.766044443118978,0.6427876096865393,50.8,2.0,4.826,0.0,NOMINAL envelope; no rated product/capacity selected
panel_58,screw,main_upper_left + mid_upper_left,-519.2,1119.2198390574254,1580.2858287660958,0.0,-0.766044443118978,0.6427876096865393,50.8,2.0,4.826,0.0,NOMINAL envelope; no rated product/capacity selected
panel_59,screw,main_upper_left + mid_upper_left,-519.2,1312.0561219633869,1810.0991617017892,0.0,-0.766044443118978,0.6427876096865393,50.8,2.0,4.826,0.0,NOMINAL envelope; no rated product/capacity selected
panel_60,screw,main_upper_left + mid_upper_left,-519.2,1440.6136439006946,1963.3080503255849,0.0,-0.766044443118978,0.6427876096865393,50.8,2.0,4.826,0.0,NOMINAL envelope; no rated product/capacity selected
panel_61,screw,main_upper_right + mid_upper_right,680.8,926.3835561514635,1350.4724958304025,0.0,-0.766044443118978,0.6427876096865393,50.8,2.0,4.826,0.0,NOMINAL envelope; no rated product/capacity selected
panel_62,screw,main_upper_right + mid_upper_right,680.8,1119.2198390574254,1580.2858287660958,0.0,-0.766044443118978,0.6427876096865393,50.8,2.0,4.826,0.0,NOMINAL envelope; no rated product/capacity selected
panel_63,screw,main_upper_right + mid_upper_right,680.8,1312.0561219633869,1810.0991617017892,0.0,-0.766044443118978,0.6427876096865393,50.8,2.0,4.826,0.0,NOMINAL envelope; no rated product/capacity selected
panel_64,screw,main_upper_right + mid_upper_right,680.8,1440.6136439006946,1963.3080503255849,0.0,-0.766044443118978,0.6427876096865393,50.8,2.0,4.826,0.0,NOMINAL envelope; no rated product/capacity selected
analysis_edge_screw_left_1,screw,box_side_left + panel_edge_left_lower,-1257.3,50.036194835422755,363.721947406733,1.0,0.0,0.0,88.9,3.5000000000000004,4.826,0.0,NOMINAL envelope; no rated product/capacity selected
analysis_edge_screw_left_2,screw,box_side_left + panel_edge_left_lower,-1257.3,371.4299996786924,746.744168966222,1.0,0.0,0.0,88.9,3.5000000000000004,4.826,0.0,NOMINAL envelope; no rated product/capacity selected
analysis_edge_screw_left_3,screw,box_side_left + panel_edge_left_lower,-1257.3,596.4056630689811,1014.8597240578644,1.0,0.0,0.0,88.9,3.5000000000000004,4.826,0.0,NOMINAL envelope; no rated product/capacity selected
analysis_edge_screw_left_4,screw,box_side_left + panel_edge_left_upper,-1257.3,917.7994679122507,1397.8819456173535,1.0,0.0,0.0,88.9,3.5000000000000004,4.826,0.0,NOMINAL envelope; no rated product/capacity selected
analysis_edge_screw_left_5,screw,box_side_left + panel_edge_left_upper,-1257.3,1142.7751313025394,1665.9975007089956,1.0,0.0,0.0,88.9,3.5000000000000004,4.826,0.0,NOMINAL envelope; no rated product/capacity selected
analysis_edge_screw_left_6,screw,box_side_left + panel_edge_left_upper,-1257.3,1399.8901751771552,1972.415277956587,1.0,0.0,0.0,88.9,3.5000000000000004,4.826,0.0,NOMINAL envelope; no rated product/capacity selected
analysis_batten_end_left_1,screw,box_side_left + panel_edge_bottom,-1257.3,-23.88438027852926,275.62683644805054,1.0,0.0,0.0,88.9,3.5000000000000004,4.826,0.0,NOMINAL envelope; no rated product/capacity selected
analysis_batten_end_left_2,screw,box_side_left + panel_seam_horizontal,-1257.3,714.8071407732417,1155.9651104803802,1.0,0.0,0.0,88.9,3.5000000000000004,4.826,0.0,NOMINAL envelope; no rated product/capacity selected
analysis_batten_end_left_3,screw,box_side_left + panel_seam_horizontal,-1257.3,759.8022734512995,1209.5882214987087,1.0,0.0,0.0,88.9,3.5000000000000004,4.826,0.0,NOMINAL envelope; no rated product/capacity selected
analysis_batten_end_left_4,screw,box_side_left + panel_edge_top,-1257.3,1485.6380423093394,2074.6056066686583,1.0,0.0,0.0,88.9,3.5000000000000004,4.826,0.0,NOMINAL envelope; no rated product/capacity selected
analysis_kicker_end_left_1,screw,kicker_cheek_left + kicker_batten_bottom,-1257.3,-55.05,12.0,1.0,0.0,0.0,88.9,3.5000000000000004,4.826,0.0,NOMINAL envelope; no rated product/capacity selected
analysis_kicker_end_left_2,screw,kicker_cheek_left + kicker_batten_top,-1257.3,-55.05,187.0,1.0,0.0,0.0,88.9,3.5000000000000004,4.826,0.0,NOMINAL envelope; no rated product/capacity selected
analysis_edge_screw_right_1,screw,box_side_right + panel_edge_right_lower,1257.3,50.036194835422755,363.721947406733,-1.0,0.0,0.0,88.9,3.5000000000000004,4.826,0.0,NOMINAL envelope; no rated product/capacity selected
analysis_edge_screw_right_2,screw,box_side_right + panel_edge_right_lower,1257.3,371.4299996786924,746.744168966222,-1.0,0.0,0.0,88.9,3.5000000000000004,4.826,0.0,NOMINAL envelope; no rated product/capacity selected
analysis_edge_screw_right_3,screw,box_side_right + panel_edge_right_lower,1257.3,596.4056630689811,1014.8597240578644,-1.0,0.0,0.0,88.9,3.5000000000000004,4.826,0.0,NOMINAL envelope; no rated product/capacity selected
analysis_edge_screw_right_4,screw,box_side_right + panel_edge_right_upper,1257.3,917.7994679122507,1397.8819456173535,-1.0,0.0,0.0,88.9,3.5000000000000004,4.826,0.0,NOMINAL envelope; no rated product/capacity selected
analysis_edge_screw_right_5,screw,box_side_right + panel_edge_right_upper,1257.3,1142.7751313025394,1665.9975007089956,-1.0,0.0,0.0,88.9,3.5000000000000004,4.826,0.0,NOMINAL envelope; no rated product/capacity selected
analysis_edge_screw_right_6,screw,box_side_right + panel_edge_right_upper,1257.3,1399.8901751771552,1972.415277956587,-1.0,0.0,0.0,88.9,3.5000000000000004,4.826,0.0,NOMINAL envelope; no rated product/capacity selected
analysis_batten_end_right_1,screw,box_side_right + panel_edge_bottom,1257.3,-23.88438027852926,275.62683644805054,-1.0,0.0,0.0,88.9,3.5000000000000004,4.826,0.0,NOMINAL envelope; no rated product/capacity selected
analysis_batten_end_right_2,screw,box_side_right + panel_seam_horizontal,1257.3,714.8071407732417,1155.9651104803802,-1.0,0.0,0.0,88.9,3.5000000000000004,4.826,0.0,NOMINAL envelope; no rated product/capacity selected
analysis_batten_end_right_3,screw,box_side_right + panel_seam_horizontal,1257.3,759.8022734512995,1209.5882214987087,-1.0,0.0,0.0,88.9,3.5000000000000004,4.826,0.0,NOMINAL envelope; no rated product/capacity selected
analysis_batten_end_right_4,screw,box_side_right + panel_edge_top,1257.3,1485.6380423093394,2074.6056066686583,-1.0,0.0,0.0,88.9,3.5000000000000004,4.826,0.0,NOMINAL envelope; no rated product/capacity selected
analysis_kicker_end_right_1,screw,kicker_cheek_right + kicker_batten_bottom,1257.3,-55.05,12.0,-1.0,0.0,0.0,88.9,3.5000000000000004,4.826,0.0,NOMINAL envelope; no rated product/capacity selected
analysis_kicker_end_right_2,screw,kicker_cheek_right + kicker_batten_top,1257.3,-55.05,187.0,-1.0,0.0,0.0,88.9,3.5000000000000004,4.826,0.0,NOMINAL envelope; no rated product/capacity selected
kicker_left_bottom_0,screw,kicker_left + kicker_batten_bottom,-1169.2,-18.0,25.0,0.0,-1.0,0.0,50.8,2.0,4.826,0.0,NOMINAL envelope; no rated product/capacity selected
kicker_left_top_0,screw,kicker_left + kicker_batten_top,-1169.2,-18.0,200.0,0.0,-1.0,0.0,50.8,2.0,4.826,0.0,NOMINAL envelope; no rated product/capacity selected
kicker_left_bottom_1,screw,kicker_left + kicker_batten_bottom,-791.1333333333334,-18.0,25.0,0.0,-1.0,0.0,50.8,2.0,4.826,0.0,NOMINAL envelope; no rated product/capacity selected
kicker_left_top_1,screw,kicker_left + kicker_batten_top,-791.1333333333334,-18.0,200.0,0.0,-1.0,0.0,50.8,2.0,4.826,0.0,NOMINAL envelope; no rated product/capacity selected
kicker_left_bottom_2,screw,kicker_left + kicker_batten_bottom,-447.0666666666667,-18.0,25.0,0.0,-1.0,0.0,50.8,2.0,4.826,0.0,NOMINAL envelope; no rated product/capacity selected
kicker_left_top_2,screw,kicker_left + kicker_batten_top,-447.0666666666667,-18.0,200.0,0.0,-1.0,0.0,50.8,2.0,4.826,0.0,NOMINAL envelope; no rated product/capacity selected
kicker_left_bottom_3,screw,kicker_left + kicker_batten_bottom,-50.0,-18.0,25.0,0.0,-1.0,0.0,50.8,2.0,4.826,0.0,NOMINAL envelope; no rated product/capacity selected
kicker_left_top_3,screw,kicker_left + kicker_batten_top,-50.0,-18.0,200.0,0.0,-1.0,0.0,50.8,2.0,4.826,0.0,NOMINAL envelope; no rated product/capacity selected
kicker_right_bottom_0,screw,kicker_right + kicker_batten_bottom,50.0,-18.0,25.0,0.0,-1.0,0.0,50.8,2.0,4.826,0.0,NOMINAL envelope; no rated product/capacity selected
kicker_right_top_0,screw,kicker_right + kicker_batten_top,50.0,-18.0,200.0,0.0,-1.0,0.0,50.8,2.0,4.826,0.0,NOMINAL envelope; no rated product/capacity selected
kicker_right_bottom_1,screw,kicker_right + kicker_batten_bottom,423.06666666666666,-18.0,25.0,0.0,-1.0,0.0,50.8,2.0,4.826,0.0,NOMINAL envelope; no rated product/capacity selected
kicker_right_top_1,screw,kicker_right + kicker_batten_top,423.06666666666666,-18.0,200.0,0.0,-1.0,0.0,50.8,2.0,4.826,0.0,NOMINAL envelope; no rated product/capacity selected
kicker_right_bottom_2,screw,kicker_right + kicker_batten_bottom,809.1333333333333,-18.0,25.0,0.0,-1.0,0.0,50.8,2.0,4.826,0.0,NOMINAL envelope; no rated product/capacity selected
kicker_right_top_2,screw,kicker_right + kicker_batten_top,809.1333333333333,-18.0,200.0,0.0,-1.0,0.0,50.8,2.0,4.826,0.0,NOMINAL envelope; no rated product/capacity selected
kicker_right_bottom_3,screw,kicker_right + kicker_batten_bottom,1169.2,-18.0,25.0,0.0,-1.0,0.0,50.8,2.0,4.826,0.0,NOMINAL envelope; no rated product/capacity selected
kicker_right_top_3,screw,kicker_right + kicker_batten_top,1169.2,-18.0,200.0,0.0,-1.0,0.0,50.8,2.0,4.826,0.0,NOMINAL envelope; no rated product/capacity selected
cheek_splice_left_1,screw,cheek_splice_left + kicker_cheek_left,-1181.1000000000001,-125.2117359099868,249.69096359333196,-1.0,0.0,0.0,63.5,2.5,4.826,0.0,NOMINAL envelope; no rated product/capacity selected
cheek_splice_left_2,screw,cheek_splice_left + kicker_cheek_left,-1181.1000000000001,-161.17752251442283,279.869841868115,-1.0,0.0,0.0,63.5,2.5,4.826,0.0,NOMINAL envelope; no rated product/capacity selected
cheek_splice_left_3,screw,cheek_splice_left + box_side_left,-1181.1000000000001,-60.93297494133288,326.29540790522975,-1.0,0.0,0.0,63.5,2.5,4.826,0.0,NOMINAL envelope; no rated product/capacity selected
cheek_splice_left_4,screw,cheek_splice_left + box_side_left,-1181.1000000000001,-96.89876154576889,356.47428618001277,-1.0,0.0,0.0,63.5,2.5,4.826,0.0,NOMINAL envelope; no rated product/capacity selected
angle_left_top_wall_1,bolt,box_side_left + angle_left_top,-1259.3,1377.4028597219622,2152.37163556481,1.0,0.0,0.0,63.5,2.5,9.525,44.1,NOMINAL envelope; no rated product/capacity selected
angle_left_top_beam_1,bolt,box_top + angle_left_top,-1159.2,1444.9598375000173,2232.8829065366144,-0.0,-0.6427876096865427,-0.7660444431189752,63.5,2.5,9.525,44.1,NOMINAL envelope; no rated product/capacity selected
angle_left_top_wall_2,bolt,box_side_left + angle_left_top,-1259.3,1350.591304212798,2174.8692019038385,1.0,0.0,0.0,63.5,2.5,9.525,44.1,NOMINAL envelope; no rated product/capacity selected
angle_left_top_beam_2,bolt,box_top + angle_left_top,-1159.2,1418.148281990853,2255.380472875643,-0.0,-0.6427876096865427,-0.7660444431189752,63.5,2.5,9.525,44.1,NOMINAL envelope; no rated product/capacity selected
angle_left_cross_1_wall_1,bolt,box_side_left + angle_left_cross_1,-1259.3,162.952089360699,705.0455669579687,1.0,0.0,0.0,63.5,2.5,9.525,44.1,NOMINAL envelope; no rated product/capacity selected
angle_left_cross_1_beam_1,bolt,rear_cross_1 + angle_left_cross_1,-1159.2,95.39511158264374,624.5342959861641,0.0,0.6427876096865427,0.7660444431189752,63.5,2.5,9.525,44.1,NOMINAL envelope; no rated product/capacity selected
angle_left_cross_1_wall_2,bolt,box_side_left + angle_left_cross_1,-1259.3,136.1405338515348,727.5431332969976,1.0,0.0,0.0,63.5,2.5,9.525,44.1,NOMINAL envelope; no rated product/capacity selected
angle_left_cross_1_beam_2,bolt,rear_cross_1 + angle_left_cross_1,-1159.2,68.58355607347951,647.031862325193,0.0,0.6427876096865427,0.7660444431189752,63.5,2.5,9.525,44.1,NOMINAL envelope; no rated product/capacity selected
angle_left_cross_2_wall_1,bolt,box_side_left + angle_left_cross_2,-1259.3,689.5236992159121,1332.5891747610356,1.0,0.0,0.0,63.5,2.5,9.525,44.1,NOMINAL envelope; no rated product/capacity selected
angle_left_cross_2_beam_1,bolt,rear_cross_2 + angle_left_cross_2,-1159.2,621.9667214378568,1252.077903789231,0.0,0.6427876096865427,0.7660444431189752,63.5,2.5,9.525,44.1,NOMINAL envelope; no rated product/capacity selected
angle_left_cross_2_wall_2,bolt,box_side_left + angle_left_cross_2,-1259.3,662.7121437067478,1355.0867411000645,1.0,0.0,0.0,63.5,2.5,9.525,44.1,NOMINAL envelope; no rated product/capacity selected
angle_left_cross_2_beam_2,bolt,rear_cross_2 + angle_left_cross_2,-1159.2,595.1551659286926,1274.57547012826,0.0,0.6427876096865427,0.7660444431189752,63.5,2.5,9.525,44.1,NOMINAL envelope; no rated product/capacity selected
angle_left_cross_3_wall_1,bolt,box_side_left + angle_left_cross_3,-1259.3,1191.412264859162,1930.7166759483337,1.0,0.0,0.0,63.5,2.5,9.525,44.1,NOMINAL envelope; no rated product/capacity selected
angle_left_cross_3_beam_1,bolt,rear_cross_3 + angle_left_cross_3,-1159.2,1123.8552870811063,1850.205404976529,0.0,0.6427876096865427,0.7660444431189752,63.5,2.5,9.525,44.1,NOMINAL envelope; no rated product/capacity selected
angle_left_cross_3_wall_2,bolt,box_side_left + angle_left_cross_3,-1259.3,1164.6007093499977,1953.2142422873626,1.0,0.0,0.0,63.5,2.5,9.525,44.1,NOMINAL envelope; no rated product/capacity selected
angle_left_cross_3_beam_2,bolt,rear_cross_3 + angle_left_cross_3,-1159.2,1097.043731571942,1872.702971315558,0.0,0.6427876096865427,0.7660444431189752,63.5,2.5,9.525,44.1,NOMINAL envelope; no rated product/capacity selected
cheek_splice_right_1,screw,cheek_splice_right + kicker_cheek_right,1181.1000000000001,-125.2117359099868,249.69096359333196,1.0,0.0,0.0,63.5,2.5,4.826,0.0,NOMINAL envelope; no rated product/capacity selected
cheek_splice_right_2,screw,cheek_splice_right + kicker_cheek_right,1181.1000000000001,-161.17752251442283,279.869841868115,1.0,0.0,0.0,63.5,2.5,4.826,0.0,NOMINAL envelope; no rated product/capacity selected
cheek_splice_right_3,screw,cheek_splice_right + box_side_right,1181.1000000000001,-60.93297494133288,326.29540790522975,1.0,0.0,0.0,63.5,2.5,4.826,0.0,NOMINAL envelope; no rated product/capacity selected
cheek_splice_right_4,screw,cheek_splice_right + box_side_right,1181.1000000000001,-96.89876154576889,356.47428618001277,1.0,0.0,0.0,63.5,2.5,4.826,0.0,NOMINAL envelope; no rated product/capacity selected
angle_right_top_wall_1,bolt,box_side_right + angle_right_top,1259.3,1377.4028597219622,2152.37163556481,-1.0,0.0,0.0,63.5,2.5,9.525,44.1,NOMINAL envelope; no rated product/capacity selected
angle_right_top_beam_1,bolt,box_top + angle_right_top,1159.2,1444.9598375000173,2232.8829065366144,-0.0,-0.6427876096865427,-0.7660444431189752,63.5,2.5,9.525,44.1,NOMINAL envelope; no rated product/capacity selected
angle_right_top_wall_2,bolt,box_side_right + angle_right_top,1259.3,1350.591304212798,2174.8692019038385,-1.0,0.0,0.0,63.5,2.5,9.525,44.1,NOMINAL envelope; no rated product/capacity selected
angle_right_top_beam_2,bolt,box_top + angle_right_top,1159.2,1418.148281990853,2255.380472875643,-0.0,-0.6427876096865427,-0.7660444431189752,63.5,2.5,9.525,44.1,NOMINAL envelope; no rated product/capacity selected
angle_right_cross_1_wall_1,bolt,box_side_right + angle_right_cross_1,1259.3,162.952089360699,705.0455669579687,-1.0,0.0,0.0,63.5,2.5,9.525,44.1,NOMINAL envelope; no rated product/capacity selected
angle_right_cross_1_beam_1,bolt,rear_cross_1 + angle_right_cross_1,1159.2,95.39511158264374,624.5342959861641,0.0,0.6427876096865427,0.7660444431189752,63.5,2.5,9.525,44.1,NOMINAL envelope; no rated product/capacity selected
angle_right_cross_1_wall_2,bolt,box_side_right + angle_right_cross_1,1259.3,136.1405338515348,727.5431332969976,-1.0,0.0,0.0,63.5,2.5,9.525,44.1,NOMINAL envelope; no rated product/capacity selected
angle_right_cross_1_beam_2,bolt,rear_cross_1 + angle_right_cross_1,1159.2,68.58355607347951,647.031862325193,0.0,0.6427876096865427,0.7660444431189752,63.5,2.5,9.525,44.1,NOMINAL envelope; no rated product/capacity selected
angle_right_cross_2_wall_1,bolt,box_side_right + angle_right_cross_2,1259.3,689.5236992159121,1332.5891747610356,-1.0,0.0,0.0,63.5,2.5,9.525,44.1,NOMINAL envelope; no rated product/capacity selected
angle_right_cross_2_beam_1,bolt,rear_cross_2 + angle_right_cross_2,1159.2,621.9667214378568,1252.077903789231,0.0,0.6427876096865427,0.7660444431189752,63.5,2.5,9.525,44.1,NOMINAL envelope; no rated product/capacity selected
angle_right_cross_2_wall_2,bolt,box_side_right + angle_right_cross_2,1259.3,662.7121437067478,1355.0867411000645,-1.0,0.0,0.0,63.5,2.5,9.525,44.1,NOMINAL envelope; no rated product/capacity selected
angle_right_cross_2_beam_2,bolt,rear_cross_2 + angle_right_cross_2,1159.2,595.1551659286926,1274.57547012826,0.0,0.6427876096865427,0.7660444431189752,63.5,2.5,9.525,44.1,NOMINAL envelope; no rated product/capacity selected
angle_right_cross_3_wall_1,bolt,box_side_right + angle_right_cross_3,1259.3,1191.412264859162,1930.7166759483337,-1.0,0.0,0.0,63.5,2.5,9.525,44.1,NOMINAL envelope; no rated product/capacity selected
angle_right_cross_3_beam_1,bolt,rear_cross_3 + angle_right_cross_3,1159.2,1123.8552870811063,1850.205404976529,0.0,0.6427876096865427,0.7660444431189752,63.5,2.5,9.525,44.1,NOMINAL envelope; no rated product/capacity selected
angle_right_cross_3_wall_2,bolt,box_side_right + angle_right_cross_3,1259.3,1164.6007093499977,1953.2142422873626,-1.0,0.0,0.0,63.5,2.5,9.525,44.1,NOMINAL envelope; no rated product/capacity selected
angle_right_cross_3_beam_2,bolt,rear_cross_3 + angle_right_cross_3,1159.2,1097.043731571942,1872.702971315558,0.0,0.6427876096865427,0.7660444431189752,63.5,2.5,9.525,44.1,NOMINAL envelope; no rated product/capacity selected
rib_1_seam_left_front,screw,panel_seam_vertical_lower + rib_1_seam_left,-48.0,207.328190827251,521.5387098146175,0.0,-0.766044443118978,0.6427876096865393,88.9,3.5000000000000004,4.826,0.0,NOMINAL envelope; no rated product/capacity selected
