connection,panel,receiver,provenance,purpose,direction_xyz,x_mm,panel_s_or_z_mm,grain_station_mm,receiver_low_end_distance_mm,receiver_high_end_distance_mm,receiver_face_edge_distance_mm,nearest_panel_edge_mm,gross_penetration_mm,nominal_embedded_thread_mm,future_insert_reserve_passed_historical,maximum_withdrawal_n,withdrawal_case,maximum_lateral_n,lateral_case,proven_removable,candidate_300_action,candidate_remove_all_infill_action,nearest_same_panel_receiver_spacing_mm,nearest_all_panel_same_receiver_spacing_mm
timber_panel_upper_right_1,main_upper_right,base_principal_center_right,original,Original center panel-edge retention,"[0.0, -0.766044443118978, 0.6427876096865393]",70.0,1299.2000000000003,1459.9898227274118,1314.303793361196,1101.1000000000001,19.050000000000093,70.0,32.543749999999996,31.496,True,18.692517764766134,c10-k100,161.8707560850361,c10-k10000,False,keep,keep,115.4666666666667,115.4666666666667
timber_panel_upper_right_2,main_upper_right,base_principal_center_right,original,Original center panel-edge retention,"[0.0, -0.766044443118978, 0.6427876096865393]",70.0,2353.3999999999996,2514.189822727412,2368.5037933611998,46.90000000000009,19.050000000000093,70.0,32.543749999999996,31.496,True,43.897408962522675,f10-k1000,130.2367480135532,c10-k10000,False,keep,keep,100.4666666666667,100.4666666666667
timber_panel_upper_right_3,main_upper_right,base_side_right,original,Outer panel-edge retention,"[0.0, -0.766044443118978, 0.6427876096865393]",1200.15,1279.2,1439.9898227274118,1294.3037933611959,1159.2,19.050000000000068,19.049999999999955,32.543749999999996,31.496,True,0.0,c10-k1000,760.2980205349136,c10-k10000,False,keep,keep,346.39999999999964,120.00000000000023
timber_panel_upper_right_4,main_upper_right,base_side_right,original,Outer panel-edge retention,"[0.0, -0.766044443118978, 0.6427876096865393]",1200.15,2338.3999999999996,2499.1898227274114,2353.5037933611998,100.00000000000045,19.050000000000068,19.049999999999955,32.543749999999996,31.496,True,87.07047388534689,c10-k100,435.9195253529529,c10-k10000,False,keep,keep,306.39999999999964,306.39999999999964
timber_panel_upper_right_5,main_upper_right,base_principal_center_right,original,Original center panel-edge retention,"[0.0, -0.766044443118978, 0.6427876096865393]",70.0,1645.5999999999997,1806.3898227274115,1660.7037933611969,754.7000000000005,19.050000000000093,70.0,32.543749999999996,31.496,True,3.7620029875630276,c10-k10000,31.008360164815336,f10-k1000,False,keep,keep,115.46666666666647,115.46666666666647
timber_panel_upper_right_6,main_upper_right,base_principal_center_right,original,Original center panel-edge retention,"[0.0, -0.766044443118978, 0.6427876096865393]",70.0,2052.0,2212.7898227274113,2067.1037933611988,348.30000000000064,19.050000000000093,70.0,32.543749999999996,31.496,True,4.892478723145635,c10-k100,13.18025962848526,f10-k1000,False,keep,keep,100.4666666666667,100.4666666666667
timber_panel_upper_right_7,main_upper_right,base_side_right,original,Outer panel-edge retention,"[0.0, -0.766044443118978, 0.6427876096865393]",1200.15,1625.5999999999997,1786.3898227274115,1640.703793361197,812.8000000000004,19.050000000000068,19.049999999999955,32.543749999999996,31.496,True,64.95346007142665,f10-k1000,334.5902892277033,c10-k10000,False,keep,keep,346.39999999999964,346.39999999999964
timber_panel_upper_right_8,main_upper_right,base_side_right,original,Outer panel-edge retention,"[0.0, -0.766044443118978, 0.6427876096865393]",1200.15,2031.9999999999998,2192.789822727412,2047.1037933611988,406.4000000000001,19.050000000000068,19.049999999999955,32.543749999999996,31.496,True,42.90164188821477,c10-k100,323.12676838056313,c10-k10000,False,keep,keep,306.39999999999964,306.39999999999964
timber_panel_upper_right_11,main_upper_right,base_rail_top,original,Panel top/bottom edge attachment,"[0.0, -0.766044443118978, 0.6427876096865393]",412.75000000000006,2419.3499999999995,412.75000000000006,1593.8500000000001,768.3500000000001,19.049999999999912,19.050000000000637,32.543749999999996,31.496,True,12.737296286056475,c10-k100,182.97935365874207,f10-k1000,False,keep,keep,393.7,393.7
timber_panel_upper_right_12,main_upper_right,base_rail_top,original,Panel top/bottom edge attachment,"[0.0, -0.766044443118978, 0.6427876096865393]",806.45,2419.3499999999995,806.45,1987.5500000000002,374.6500000000001,19.049999999999912,19.050000000000637,32.543749999999996,31.496,True,2.6281008396021317,c10-k10000,575.9666021662865,c10-k10000,False,keep,keep,393.7,393.7
timber_kicker_left_0_1,kicker_left,base_post_outer_left,original,Kicker perimeter retention,"[0.0, -1.0, 0.0]",-1200.15,60.0,60.0,60.0,126.9,19.049999999999955,19.049999999999955,32.543749999999996,31.496,True,0.0,c10-k1000,7.334643042609501,c10-k10000,False,keep,keep,80.0,80.0
timber_kicker_left_0_2,kicker_left,base_post_outer_left,original,Kicker perimeter retention,"[0.0, -1.0, 0.0]",-1200.15,140.0,140.0,140.0,46.900000000000006,19.049999999999955,19.049999999999955,32.543749999999996,31.496,True,0.44787000000000127,c10-k10000,54.909269560840094,c10-k10000,False,keep,keep,80.0,80.0
timber_kicker_left_1_1,kicker_left,base_post_center_left,original,Kicker perimeter retention,"[0.0, -1.0, 0.0]",-70.0,50.0,50.0,50.0,136.9,19.049999999999997,50.0,32.543749999999996,31.496,True,0.44880500000000023,c10-k10000,28.974918362545903,c10-k10000,False,keep,keep,80.0,80.0
timber_kicker_left_1_2,kicker_left,base_post_center_left,original,Kicker perimeter retention,"[0.0, -1.0, 0.0]",-70.0,130.0,130.0,130.0,56.900000000000006,19.049999999999997,70.0,32.543749999999996,31.496,True,0.0,c10-k1000,20.79591415129905,c10-k10000,False,keep,keep,80.0,80.0
timber_kicker_right_0_1,kicker_right,base_post_center_right,original,Kicker perimeter retention,"[0.0, -1.0, 0.0]",70.0,80.0,80.0,80.0,106.9,19.049999999999997,70.0,32.543749999999996,31.496,True,0.4743809999999994,c10-k10000,21.86600192026426,c10-k10000,False,keep,keep,60.0,60.0
timber_kicker_right_0_2,kicker_right,base_post_center_right,original,Kicker perimeter retention,"[0.0, -1.0, 0.0]",70.0,140.0,140.0,140.0,46.900000000000006,19.049999999999997,70.0,32.543749999999996,31.496,True,0.005776499999999999,c10-k100,12.340899918921215,f10-k1000,False,keep,keep,60.0,60.0
timber_kicker_right_1_1,kicker_right,base_post_outer_right,original,Kicker perimeter retention,"[0.0, -1.0, 0.0]",1200.15,60.0,60.0,60.0,126.9,19.050000000000068,19.049999999999955,32.543749999999996,31.496,True,0.004351760000000001,c10-k100,11.614299347319276,c10-k10000,False,keep,keep,80.0,80.0
timber_kicker_right_1_2,kicker_right,base_post_outer_right,original,Kicker perimeter retention,"[0.0, -1.0, 0.0]",1200.15,140.0,140.0,140.0,46.900000000000006,19.050000000000068,19.049999999999955,32.543749999999996,31.496,True,0.3548299999999978,c10-k10000,36.167710873618134,c10-k10000,False,keep,keep,80.0,80.0
infill_main_lower_left_base_principal_center_left_1_1,main_lower_left,base_principal_center_left,infill,Supplemental inherited 150 mm principal interval rule,"[0.0, -0.766044443118978, 0.6427876096865393]",-70.0,155.46666666666658,316.2564893940783,170.57046002785836,2244.8333333333335,19.050000000000004,70.0,32.543749999999996,31.496,True,26.69013854550818,c10-k100,120.55707260257954,c7-k1000,False,drop,drop,107.46666666666658,107.46666666666658
infill_main_lower_left_base_principal_center_left_1_2,main_lower_left,base_principal_center_left,infill,Supplemental inherited 150 mm principal interval rule,"[0.0, -0.766044443118978, 0.6427876096865393]",-70.0,262.9333333333332,423.7231560607449,278.0371266945254,2137.3666666666672,19.050000000000004,70.0,32.543749999999996,31.496,True,14.502538168366971,c10-k100,106.83798361090435,c7-k1000,False,keep,drop,107.46666666666658,107.46666666666658
infill_main_lower_left_base_principal_center_left_2_1,main_lower_left,base_principal_center_left,infill,Supplemental inherited 150 mm principal interval rule,"[0.0, -0.766044443118978, 0.6427876096865393]",-70.0,503.86666666666645,664.6564893940782,518.9704600278595,1896.4333333333338,19.050000000000004,70.0,32.543749999999996,31.496,True,3.8720556932137327,c10-k10000,112.0426729653816,c10-k10000,False,drop,drop,133.46666666666658,133.46666666666658
infill_main_lower_left_base_principal_center_left_2_2,main_lower_left,base_principal_center_left,infill,Supplemental inherited 150 mm principal interval rule,"[0.0, -0.766044443118978, 0.6427876096865393]",-70.0,637.3333333333331,798.1231560607448,652.4371266945267,1762.9666666666672,19.050000000000004,70.0,32.543749999999996,31.496,True,3.4809292318883425,c10-k10000,96.47931224844724,c10-k10000,False,keep,drop,133.46666666666658,133.46666666666658
infill_main_lower_left_base_principal_center_left_3_1,main_lower_left,base_principal_center_left,infill,Supplemental inherited 150 mm principal interval rule,"[0.0, -0.766044443118978, 0.6427876096865393]",-70.0,893.5999999999999,1054.3898227274117,908.7037933611945,1506.7000000000003,19.050000000000004,70.0,32.543749999999996,31.496,True,0.6286737352609112,c10-k10000,205.48872856019054,c6-k1000,False,drop,drop,122.79999999999995,122.79999999999995
infill_main_lower_left_base_principal_center_left_3_2,main_lower_left,base_principal_center_left,infill,Supplemental inherited 150 mm principal interval rule,"[0.0, -0.766044443118978, 0.6427876096865393]",-70.0,1016.3999999999999,1177.1898227274116,1031.503793361195,1383.9000000000003,19.050000000000004,70.0,32.543749999999996,31.496,True,2.000654358020786,c10-k100,313.19470910560665,c6-k1000,False,keep,drop,122.79999999999995,122.79999999999995
infill_main_lower_right_base_principal_center_right_1_1,main_lower_right,base_principal_center_right,infill,Supplemental inherited 150 mm principal interval rule,"[0.0, -0.766044443118978, 0.6427876096865393]",70.0,195.46666666666658,356.2564893940783,210.57046002785853,2204.8333333333335,19.050000000000093,70.0,32.543749999999996,31.496,True,21.833695904440045,c10-k100,58.89541600194803,f10-k1000,False,drop,drop,115.46666666666658,115.46666666666658
infill_main_lower_right_base_principal_center_right_1_2,main_lower_right,base_principal_center_right,infill,Supplemental inherited 150 mm principal interval rule,"[0.0, -0.766044443118978, 0.6427876096865393]",70.0,310.93333333333317,471.7231560607449,326.0371266945255,2089.3666666666672,19.050000000000093,70.0,32.543749999999996,31.496,True,11.715851803500877,c10-k100,63.38551363987516,c10-k10000,False,keep,drop,115.46666666666658,115.46666666666658
infill_main_lower_right_base_principal_center_right_2_1,main_lower_right,base_principal_center_right,infill,Supplemental inherited 150 mm principal interval rule,"[0.0, -0.766044443118978, 0.6427876096865393]",70.0,561.8666666666664,722.6564893940782,576.9704600278598,1838.4333333333338,19.050000000000093,70.0,32.543749999999996,31.496,True,4.385854878973834,c10-k10000,63.603332475434385,c10-k10000,False,drop,drop,135.46666666666658,135.46666666666658
