pair_index,set_pair,pair_id,category,master_owner,slave_owner,quantity,report_index,time_seconds,field_rows_complete,force_xyz_n,moment_global_origin_nmm,centroid_xyz_mm,mean_normal_xyz,moment_at_centroid_nmm,area_mm2,normal_force_signed_n,shear_force_magnitude_n,fields_present
14,WJCP_014,bottom_center/clip_horizontal_bottom_right_1/principal_1/nut_washer_to_nut,nut_washer_to_nut,M11_A02_NUT,M10_A02_NUT_WASHER,CFN,41,0.001,True,"[0.001952292,-9.452305e-19,-1.327101e-18]","[3.959158e-16,0.9176674,-0.07022315]","[48.918,35.38954,469.9981]","[-1.0,6.878377e-16,4.361126e-16]","[-1.375322e-18,9.385569e-05,-0.00113244]",8.367122,-0.001952292,6.199855e-19,"total surface force (fx,fy,fz) and moment about the origin (mx,my,mz) | center of gravity and mean normal | moment about the center of gravity(mx,my,mz) | area,  normal force (+ = tension) and shear force (size)"
14,WJCP_014,bottom_center/clip_horizontal_bottom_right_1/principal_1/nut_washer_to_nut,nut_washer_to_nut,M11_A02_NUT,M10_A02_NUT_WASHER,CFS,42,0.001,True,"[0.0,0.0,0.0]","[0.0,0.0,0.0]","[48.918,35.38954,469.9981]","[-1.0,6.878377e-16,4.361126e-16]","[0.0,0.0,0.0]",8.367122,0.0,0.0,"total surface force (fx,fy,fz) and moment about the origin (mx,my,mz) | center of gravity and mean normal | moment about the center of gravity(mx,my,mz) | area,  normal force (+ = tension) and shear force (size)"
15,WJCP_015,bottom_center/clip_horizontal_bottom_right_1/principal_1/nut_washer_to_last_receiver,nut_washer_to_last_receiver,W02_BASE_PRINCIPAL_CENTER_RIGHT,M10_A02_NUT_WASHER,CF,43,0.001,True,"[-0.001960431,2.327811e-20,-3.665115e-20]","[-1.201427e-17,-0.9215042,0.07050598]","[50.95,32.83649,472.5685]","[1.0,1.200122e-16,-9.746814e-17]","[1.897282e-19,0.0049339,0.006132284]",24.17977,-0.001960431,3.445452e-19,"total surface force (fx,fy,fz) and moment about the origin (mx,my,mz) | center of gravity and mean normal | moment about the center of gravity(mx,my,mz) | area,  normal force (+ = tension) and shear force (size)"
15,WJCP_015,bottom_center/clip_horizontal_bottom_right_1/principal_1/nut_washer_to_last_receiver,nut_washer_to_last_receiver,W02_BASE_PRINCIPAL_CENTER_RIGHT,M10_A02_NUT_WASHER,CFN,44,0.001,True,"[-0.001960431,2.327811e-20,-3.665115e-20]","[-1.201427e-17,-0.9215042,0.07050598]","[50.95,32.83649,472.5685]","[1.0,1.200122e-16,-9.746814e-17]","[1.897282e-19,0.0049339,0.006132284]",24.17977,-0.001960431,3.445452e-19,"total surface force (fx,fy,fz) and moment about the origin (mx,my,mz) | center of gravity and mean normal | moment about the center of gravity(mx,my,mz) | area,  normal force (+ = tension) and shear force (size)"
15,WJCP_015,bottom_center/clip_horizontal_bottom_right_1/principal_1/nut_washer_to_last_receiver,nut_washer_to_last_receiver,W02_BASE_PRINCIPAL_CENTER_RIGHT,M10_A02_NUT_WASHER,CFS,45,0.001,True,"[0.0,0.0,0.0]","[0.0,0.0,0.0]","[50.95,32.83649,472.5685]","[1.0,1.200122e-16,-9.746814e-17]","[0.0,0.0,0.0]",24.17977,0.0,0.0,"total surface force (fx,fy,fz) and moment about the origin (mx,my,mz) | center of gravity and mean normal | moment about the center of gravity(mx,my,mz) | area,  normal force (+ = tension) and shear force (size)"
16,WJCP_016,bottom_center/clip_horizontal_bottom_right_1/principal_2/head_washer_to_head,head_washer_to_head,M12_A03_BOLT_HEAD_PLUS_SHAFT_UNION,M13_A03_HEAD_WASHER,CF,46,0.001,True,"[-0.001658325,4.704113e-18,-4.812192e-18]","[-2.611519e-15,-0.8338584,0.08142377]","[179.982,49.12377,502.6552]","[1.0,-1.704994e-15,3.865466e-15]","[-1.05792e-17,-0.0002927847,-3.940309e-05]",3.846794,-0.001658325,2.464863e-18,"total surface force (fx,fy,fz) and moment about the origin (mx,my,mz) | center of gravity and mean normal | moment about the center of gravity(mx,my,mz) | area,  normal force (+ = tension) and shear force (size)"
16,WJCP_016,bottom_center/clip_horizontal_bottom_right_1/principal_2/head_washer_to_head,head_washer_to_head,M12_A03_BOLT_HEAD_PLUS_SHAFT_UNION,M13_A03_HEAD_WASHER,CFN,47,0.001,True,"[-0.001658325,4.704113e-18,-4.812192e-18]","[-2.611519e-15,-0.8338584,0.08142377]","[179.982,49.12377,502.6552]","[1.0,-1.704994e-15,3.865466e-15]","[-1.05792e-17,-0.0002927847,-3.940309e-05]",3.846794,-0.001658325,2.464863e-18,"total surface force (fx,fy,fz) and moment about the origin (mx,my,mz) | center of gravity and mean normal | moment about the center of gravity(mx,my,mz) | area,  normal force (+ = tension) and shear force (size)"
16,WJCP_016,bottom_center/clip_horizontal_bottom_right_1/principal_2/head_washer_to_head,head_washer_to_head,M12_A03_BOLT_HEAD_PLUS_SHAFT_UNION,M13_A03_HEAD_WASHER,CFS,48,0.001,True,"[0.0,0.0,0.0]","[0.0,0.0,0.0]","[179.982,49.12377,502.6552]","[1.0,-1.704994e-15,3.865466e-15]","[0.0,0.0,0.0]",3.846794,0.0,0.0,"total surface force (fx,fy,fz) and moment about the origin (mx,my,mz) | center of gravity and mean normal | moment about the center of gravity(mx,my,mz) | area,  normal force (+ = tension) and shear force (size)"
17,WJCP_017,bottom_center/clip_horizontal_bottom_right_1/principal_2/head_washer_to_first_receiver,head_washer_to_first_receiver,W00_BOTTOM_CENTER_RIGHT_CLEAT,M13_A03_HEAD_WASHER,CF,49,0.001,True,"[0.001650365,1.133039e-18,1.07142e-19]","[-5.691916e-16,0.8299098,-0.0809708]","[177.95,49.90866,498.7142]","[-1.0,-6.294202e-16,-3.604349e-16]","[-9.476229e-18,0.006849243,0.001396711]",24.71239,-0.001650365,4.967336e-19,"total surface force (fx,fy,fz) and moment about the origin (mx,my,mz) | center of gravity and mean normal | moment about the center of gravity(mx,my,mz) | area,  normal force (+ = tension) and shear force (size)"
17,WJCP_017,bottom_center/clip_horizontal_bottom_right_1/principal_2/head_washer_to_first_receiver,head_washer_to_first_receiver,W00_BOTTOM_CENTER_RIGHT_CLEAT,M13_A03_HEAD_WASHER,CFN,50,0.001,True,"[0.001650365,1.133039e-18,1.07142e-19]","[-5.691916e-16,0.8299098,-0.0809708]","[177.95,49.90866,498.7142]","[-1.0,-6.294202e-16,-3.604349e-16]","[-9.476229e-18,0.006849243,0.001396711]",24.71239,-0.001650365,4.967336e-19,"total surface force (fx,fy,fz) and moment about the origin (mx,my,mz) | center of gravity and mean normal | moment about the center of gravity(mx,my,mz) | area,  normal force (+ = tension) and shear force (size)"
17,WJCP_017,bottom_center/clip_horizontal_bottom_right_1/principal_2/head_washer_to_first_receiver,head_washer_to_first_receiver,W00_BOTTOM_CENTER_RIGHT_CLEAT,M13_A03_HEAD_WASHER,CFS,51,0.001,True,"[0.0,0.0,0.0]","[0.0,0.0,0.0]","[177.95,49.90866,498.7142]","[-1.0,-6.294202e-16,-3.604349e-16]","[0.0,0.0,0.0]",24.71239,-0.0,0.0,"total surface force (fx,fy,fz) and moment about the origin (mx,my,mz) | center of gravity and mean normal | moment about the center of gravity(mx,my,mz) | area,  normal force (+ = tension) and shear force (size)"
18,WJCP_018,bottom_center/clip_horizontal_bottom_right_1/principal_2/nut_washer_to_nut,nut_washer_to_nut,M15_A03_NUT,M14_A03_NUT_WASHER,CF,52,0.001,True,"[0.001737724,1.336152e-18,-2.932207e-19]","[-6.748727e-16,0.8605935,-0.1007726]","[48.918,57.88173,495.3482]","[-1.0,-3.897516e-17,9.858812e-18]","[3.959743e-18,-0.000184695,-0.0001901711]",4.854073,-0.001737724,1.298123e-18,"total surface force (fx,fy,fz) and moment about the origin (mx,my,mz) | center of gravity and mean normal | moment about the center of gravity(mx,my,mz) | area,  normal force (+ = tension) and shear force (size)"
18,WJCP_018,bottom_center/clip_horizontal_bottom_right_1/principal_2/nut_washer_to_nut,nut_washer_to_nut,M15_A03_NUT,M14_A03_NUT_WASHER,CFN,53,0.001,True,"[0.001737724,1.336152e-18,-2.932207e-19]","[-6.748727e-16,0.8605935,-0.1007726]","[48.918,57.88173,495.3482]","[-1.0,-3.897516e-17,9.858812e-18]","[3.959743e-18,-0.000184695,-0.0001901711]",4.854073,-0.001737724,1.298123e-18,"total surface force (fx,fy,fz) and moment about the origin (mx,my,mz) | center of gravity and mean normal | moment about the center of gravity(mx,my,mz) | area,  normal force (+ = tension) and shear force (size)"
18,WJCP_018,bottom_center/clip_horizontal_bottom_right_1/principal_2/nut_washer_to_nut,nut_washer_to_nut,M15_A03_NUT,M14_A03_NUT_WASHER,CFS,54,0.001,True,"[0.0,0.0,0.0]","[0.0,0.0,0.0]","[48.918,57.88173,495.3482]","[-1.0,-3.897516e-17,9.858812e-18]","[0.0,0.0,0.0]",4.854073,0.0,0.0,"total surface force (fx,fy,fz) and moment about the origin (mx,my,mz) | center of gravity and mean normal | moment about the center of gravity(mx,my,mz) | area,  normal force (+ = tension) and shear force (size)"
19,WJCP_019,bottom_center/clip_horizontal_bottom_right_1/principal_2/nut_washer_to_last_receiver,nut_washer_to_last_receiver,W02_BASE_PRINCIPAL_CENTER_RIGHT,M14_A03_NUT_WASHER,CF,55,0.001,True,"[-0.001744951,-1.253718e-19,7.469477e-20]","[6.582024e-17,-0.8641814,0.1011812]","[50.95,55.35433,498.6073]","[1.0,9.307357e-17,-1.752729e-16]","[-8.25708e-19,0.005863743,0.004590631]",31.22963,-0.001744951,2.340963e-19,"total surface force (fx,fy,fz) and moment about the origin (mx,my,mz) | center of gravity and mean normal | moment about the center of gravity(mx,my,mz) | area,  normal force (+ = tension) and shear force (size)"
19,WJCP_019,bottom_center/clip_horizontal_bottom_right_1/principal_2/nut_washer_to_last_receiver,nut_washer_to_last_receiver,W02_BASE_PRINCIPAL_CENTER_RIGHT,M14_A03_NUT_WASHER,CFN,56,0.001,True,"[-0.001744951,-1.253718e-19,7.469477e-20]","[6.582024e-17,-0.8641814,0.1011812]","[50.95,55.35433,498.6073]","[1.0,9.307357e-17,-1.752729e-16]","[-8.25708e-19,0.005863743,0.004590631]",31.22963,-0.001744951,2.340963e-19,"total surface force (fx,fy,fz) and moment about the origin (mx,my,mz) | center of gravity and mean normal | moment about the center of gravity(mx,my,mz) | area,  normal force (+ = tension) and shear force (size)"
19,WJCP_019,bottom_center/clip_horizontal_bottom_right_1/principal_2/nut_washer_to_last_receiver,nut_washer_to_last_receiver,W02_BASE_PRINCIPAL_CENTER_RIGHT,M14_A03_NUT_WASHER,CFS,57,0.001,True,"[0.0,0.0,0.0]","[0.0,0.0,0.0]","[50.95,55.35433,498.6073]","[1.0,9.307357e-17,-1.752729e-16]","[0.0,0.0,0.0]",31.22963,0.0,0.0,"total surface force (fx,fy,fz) and moment about the origin (mx,my,mz) | center of gravity and mean normal | moment about the center of gravity(mx,my,mz) | area,  normal force (+ = tension) and shear force (size)"
20,WJCP_020,bottom_center/clip_horizontal_bottom_right_1/rail_1::bottom_center_right_cleat::shaft_to_wood_bore,open_bolt_shank_to_wood_bore,W00_BOTTOM_CENTER_RIGHT_CLEAT,M00_A00_BOLT_HEAD_PLUS_SHAFT_UNION,CF,58,0.001,True,"[0.0,0.0,0.0]","[0.0,0.0,0.0]","[""NaN"",""NaN"",""NaN""]","[""NaN"",""NaN"",""NaN""]","[""NaN"",""NaN"",""NaN""]",0.0,"""NaN""","""NaN""","total surface force (fx,fy,fz) and moment about the origin (mx,my,mz) | center of gravity and mean normal | moment about the center of gravity(mx,my,mz) | area,  normal force (+ = tension) and shear force (size)"
20,WJCP_020,bottom_center/clip_horizontal_bottom_right_1/rail_1::bottom_center_right_cleat::shaft_to_wood_bore,open_bolt_shank_to_wood_bore,W00_BOTTOM_CENTER_RIGHT_CLEAT,M00_A00_BOLT_HEAD_PLUS_SHAFT_UNION,CFN,59,0.001,True,"[0.0,0.0,0.0]","[0.0,0.0,0.0]","[""NaN"",""NaN"",""NaN""]","[""NaN"",""NaN"",""NaN""]","[""NaN"",""NaN"",""NaN""]",0.0,"""NaN""","""NaN""","total surface force (fx,fy,fz) and moment about the origin (mx,my,mz) | center of gravity and mean normal | moment about the center of gravity(mx,my,mz) | area,  normal force (+ = tension) and shear force (size)"
20,WJCP_020,bottom_center/clip_horizontal_bottom_right_1/rail_1::bottom_center_right_cleat::shaft_to_wood_bore,open_bolt_shank_to_wood_bore,W00_BOTTOM_CENTER_RIGHT_CLEAT,M00_A00_BOLT_HEAD_PLUS_SHAFT_UNION,CFS,60,0.001,True,"[0.0,0.0,0.0]","[0.0,0.0,0.0]","[""NaN"",""NaN"",""NaN""]","[""NaN"",""NaN"",""NaN""]","[""NaN"",""NaN"",""NaN""]",0.0,"""NaN""","""NaN""","total surface force (fx,fy,fz) and moment about the origin (mx,my,mz) | center of gravity and mean normal | moment about the center of gravity(mx,my,mz) | area,  normal force (+ = tension) and shear force (size)"
21,WJCP_021,bottom_center/clip_horizontal_bottom_right_1/rail_1::base_rail_bottom_right::shaft_to_wood_bore,open_bolt_shank_to_wood_bore,W01_BASE_RAIL_BOTTOM_RIGHT,M00_A00_BOLT_HEAD_PLUS_SHAFT_UNION,CF,61,0.001,True,"[0.0,0.0,0.0]","[0.0,0.0,0.0]","[""NaN"",""NaN"",""NaN""]","[""NaN"",""NaN"",""NaN""]","[""NaN"",""NaN"",""NaN""]",0.0,"""NaN""","""NaN""","total surface force (fx,fy,fz) and moment about the origin (mx,my,mz) | center of gravity and mean normal | moment about the center of gravity(mx,my,mz) | area,  normal force (+ = tension) and shear force (size)"
21,WJCP_021,bottom_center/clip_horizontal_bottom_right_1/rail_1::base_rail_bottom_right::shaft_to_wood_bore,open_bolt_shank_to_wood_bore,W01_BASE_RAIL_BOTTOM_RIGHT,M00_A00_BOLT_HEAD_PLUS_SHAFT_UNION,CFN,62,0.001,True,"[0.0,0.0,0.0]","[0.0,0.0,0.0]","[""NaN"",""NaN"",""NaN""]","[""NaN"",""NaN"",""NaN""]","[""NaN"",""NaN"",""NaN""]",0.0,"""NaN""","""NaN""","total surface force (fx,fy,fz) and moment about the origin (mx,my,mz) | center of gravity and mean normal | moment about the center of gravity(mx,my,mz) | area,  normal force (+ = tension) and shear force (size)"
21,WJCP_021,bottom_center/clip_horizontal_bottom_right_1/rail_1::base_rail_bottom_right::shaft_to_wood_bore,open_bolt_shank_to_wood_bore,W01_BASE_RAIL_BOTTOM_RIGHT,M00_A00_BOLT_HEAD_PLUS_SHAFT_UNION,CFS,63,0.001,True,"[0.0,0.0,0.0]","[0.0,0.0,0.0]","[""NaN"",""NaN"",""NaN""]","[""NaN"",""NaN"",""NaN""]","[""NaN"",""NaN"",""NaN""]",0.0,"""NaN""","""NaN""","total surface force (fx,fy,fz) and moment about the origin (mx,my,mz) | center of gravity and mean normal | moment about the center of gravity(mx,my,mz) | area,  normal force (+ = tension) and shear force (size)"
22,WJCP_022,bottom_center/clip_horizontal_bottom_right_1/rail_2::bottom_center_right_cleat::shaft_to_wood_bore,open_bolt_shank_to_wood_bore,W00_BOTTOM_CENTER_RIGHT_CLEAT,M04_A01_BOLT_HEAD_PLUS_SHAFT_UNION,CF,64,0.001,True,"[0.0,0.0,0.0]","[0.0,0.0,0.0]","[""NaN"",""NaN"",""NaN""]","[""NaN"",""NaN"",""NaN""]","[""NaN"",""NaN"",""NaN""]",0.0,"""NaN""","""NaN""","total surface force (fx,fy,fz) and moment about the origin (mx,my,mz) | center of gravity and mean normal | moment about the center of gravity(mx,my,mz) | area,  normal force (+ = tension) and shear force (size)"
22,WJCP_022,bottom_center/clip_horizontal_bottom_right_1/rail_2::bottom_center_right_cleat::shaft_to_wood_bore,open_bolt_shank_to_wood_bore,W00_BOTTOM_CENTER_RIGHT_CLEAT,M04_A01_BOLT_HEAD_PLUS_SHAFT_UNION,CFN,65,0.001,True,"[0.0,0.0,0.0]","[0.0,0.0,0.0]","[""NaN"",""NaN"",""NaN""]","[""NaN"",""NaN"",""NaN""]","[""NaN"",""NaN"",""NaN""]",0.0,"""NaN""","""NaN""","total surface force (fx,fy,fz) and moment about the origin (mx,my,mz) | center of gravity and mean normal | moment about the center of gravity(mx,my,mz) | area,  normal force (+ = tension) and shear force (size)"
22,WJCP_022,bottom_center/clip_horizontal_bottom_right_1/rail_2::bottom_center_right_cleat::shaft_to_wood_bore,open_bolt_shank_to_wood_bore,W00_BOTTOM_CENTER_RIGHT_CLEAT,M04_A01_BOLT_HEAD_PLUS_SHAFT_UNION,CFS,66,0.001,True,"[0.0,0.0,0.0]","[0.0,0.0,0.0]","[""NaN"",""NaN"",""NaN""]","[""NaN"",""NaN"",""NaN""]","[""NaN"",""NaN"",""NaN""]",0.0,"""NaN""","""NaN""","total surface force (fx,fy,fz) and moment about the origin (mx,my,mz) | center of gravity and mean normal | moment about the center of gravity(mx,my,mz) | area,  normal force (+ = tension) and shear force (size)"
23,WJCP_023,bottom_center/clip_horizontal_bottom_right_1/rail_2::base_rail_bottom_right::shaft_to_wood_bore,open_bolt_shank_to_wood_bore,W01_BASE_RAIL_BOTTOM_RIGHT,M04_A01_BOLT_HEAD_PLUS_SHAFT_UNION,CF,67,0.001,True,"[0.0,0.0,0.0]","[0.0,0.0,0.0]","[""NaN"",""NaN"",""NaN""]","[""NaN"",""NaN"",""NaN""]","[""NaN"",""NaN"",""NaN""]",0.0,"""NaN""","""NaN""","total surface force (fx,fy,fz) and moment about the origin (mx,my,mz) | center of gravity and mean normal | moment about the center of gravity(mx,my,mz) | area,  normal force (+ = tension) and shear force (size)"
23,WJCP_023,bottom_center/clip_horizontal_bottom_right_1/rail_2::base_rail_bottom_right::shaft_to_wood_bore,open_bolt_shank_to_wood_bore,W01_BASE_RAIL_BOTTOM_RIGHT,M04_A01_BOLT_HEAD_PLUS_SHAFT_UNION,CFN,68,0.001,True,"[0.0,0.0,0.0]","[0.0,0.0,0.0]","[""NaN"",""NaN"",""NaN""]","[""NaN"",""NaN"",""NaN""]","[""NaN"",""NaN"",""NaN""]",0.0,"""NaN""","""NaN""","total surface force (fx,fy,fz) and moment about the origin (mx,my,mz) | center of gravity and mean normal | moment about the center of gravity(mx,my,mz) | area,  normal force (+ = tension) and shear force (size)"
23,WJCP_023,bottom_center/clip_horizontal_bottom_right_1/rail_2::base_rail_bottom_right::shaft_to_wood_bore,open_bolt_shank_to_wood_bore,W01_BASE_RAIL_BOTTOM_RIGHT,M04_A01_BOLT_HEAD_PLUS_SHAFT_UNION,CFS,69,0.001,True,"[0.0,0.0,0.0]","[0.0,0.0,0.0]","[""NaN"",""NaN"",""NaN""]","[""NaN"",""NaN"",""NaN""]","[""NaN"",""NaN"",""NaN""]",0.0,"""NaN""","""NaN""","total surface force (fx,fy,fz) and moment about the origin (mx,my,mz) | center of gravity and mean normal | moment about the center of gravity(mx,my,mz) | area,  normal force (+ = tension) and shear force (size)"
24,WJCP_024,bottom_center/clip_horizontal_bottom_right_1/principal_1::bottom_center_right_cleat::shaft_to_wood_bore,open_bolt_shank_to_wood_bore,W00_BOTTOM_CENTER_RIGHT_CLEAT,M08_A02_BOLT_HEAD_PLUS_SHAFT_UNION,CF,70,0.001,True,"[0.0,0.0,0.0]","[0.0,0.0,0.0]","[""NaN"",""NaN"",""NaN""]","[""NaN"",""NaN"",""NaN""]","[""NaN"",""NaN"",""NaN""]",0.0,"""NaN""","""NaN""","total surface force (fx,fy,fz) and moment about the origin (mx,my,mz) | center of gravity and mean normal | moment about the center of gravity(mx,my,mz) | area,  normal force (+ = tension) and shear force (size)"
24,WJCP_024,bottom_center/clip_horizontal_bottom_right_1/principal_1::bottom_center_right_cleat::shaft_to_wood_bore,open_bolt_shank_to_wood_bore,W00_BOTTOM_CENTER_RIGHT_CLEAT,M08_A02_BOLT_HEAD_PLUS_SHAFT_UNION,CFN,71,0.001,True,"[0.0,0.0,0.0]","[0.0,0.0,0.0]","[""NaN"",""NaN"",""NaN""]","[""NaN"",""NaN"",""NaN""]","[""NaN"",""NaN"",""NaN""]",0.0,"""NaN""","""NaN""","total surface force (fx,fy,fz) and moment about the origin (mx,my,mz) | center of gravity and mean normal | moment about the center of gravity(mx,my,mz) | area,  normal force (+ = tension) and shear force (size)"
24,WJCP_024,bottom_center/clip_horizontal_bottom_right_1/principal_1::bottom_center_right_cleat::shaft_to_wood_bore,open_bolt_shank_to_wood_bore,W00_BOTTOM_CENTER_RIGHT_CLEAT,M08_A02_BOLT_HEAD_PLUS_SHAFT_UNION,CFS,72,0.001,True,"[0.0,0.0,0.0]","[0.0,0.0,0.0]","[""NaN"",""NaN"",""NaN""]","[""NaN"",""NaN"",""NaN""]","[""NaN"",""NaN"",""NaN""]",0.0,"""NaN""","""NaN""","total surface force (fx,fy,fz) and moment about the origin (mx,my,mz) | center of gravity and mean normal | moment about the center of gravity(mx,my,mz) | area,  normal force (+ = tension) and shear force (size)"
25,WJCP_025,bottom_center/clip_horizontal_bottom_right_1/principal_1::base_principal_center_right::shaft_to_wood_bore,open_bolt_shank_to_wood_bore,W02_BASE_PRINCIPAL_CENTER_RIGHT,M08_A02_BOLT_HEAD_PLUS_SHAFT_UNION,CF,73,0.001,True,"[0.0,0.0,0.0]","[0.0,0.0,0.0]","[""NaN"",""NaN"",""NaN""]","[""NaN"",""NaN"",""NaN""]","[""NaN"",""NaN"",""NaN""]",0.0,"""NaN""","""NaN""","total surface force (fx,fy,fz) and moment about the origin (mx,my,mz) | center of gravity and mean normal | moment about the center of gravity(mx,my,mz) | area,  normal force (+ = tension) and shear force (size)"
25,WJCP_025,bottom_center/clip_horizontal_bottom_right_1/principal_1::base_principal_center_right::shaft_to_wood_bore,open_bolt_shank_to_wood_bore,W02_BASE_PRINCIPAL_CENTER_RIGHT,M08_A02_BOLT_HEAD_PLUS_SHAFT_UNION,CFN,74,0.001,True,"[0.0,0.0,0.0]","[0.0,0.0,0.0]","[""NaN"",""NaN"",""NaN""]","[""NaN"",""NaN"",""NaN""]","[""NaN"",""NaN"",""NaN""]",0.0,"""NaN""","""NaN""","total surface force (fx,fy,fz) and moment about the origin (mx,my,mz) | center of gravity and mean normal | moment about the center of gravity(mx,my,mz) | area,  normal force (+ = tension) and shear force (size)"
25,WJCP_025,bottom_center/clip_horizontal_bottom_right_1/principal_1::base_principal_center_right::shaft_to_wood_bore,open_bolt_shank_to_wood_bore,W02_BASE_PRINCIPAL_CENTER_RIGHT,M08_A02_BOLT_HEAD_PLUS_SHAFT_UNION,CFS,75,0.001,True,"[0.0,0.0,0.0]","[0.0,0.0,0.0]","[""NaN"",""NaN"",""NaN""]","[""NaN"",""NaN"",""NaN""]","[""NaN"",""NaN"",""NaN""]",0.0,"""NaN""","""NaN""","total surface force (fx,fy,fz) and moment about the origin (mx,my,mz) | center of gravity and mean normal | moment about the center of gravity(mx,my,mz) | area,  normal force (+ = tension) and shear force (size)"
26,WJCP_026,bottom_center/clip_horizontal_bottom_right_1/principal_2::bottom_center_right_cleat::shaft_to_wood_bore,open_bolt_shank_to_wood_bore,W00_BOTTOM_CENTER_RIGHT_CLEAT,M12_A03_BOLT_HEAD_PLUS_SHAFT_UNION,CF,76,0.001,True,"[0.0,0.0,0.0]","[0.0,0.0,0.0]","[""NaN"",""NaN"",""NaN""]","[""NaN"",""NaN"",""NaN""]","[""NaN"",""NaN"",""NaN""]",0.0,"""NaN""","""NaN""","total surface force (fx,fy,fz) and moment about the origin (mx,my,mz) | center of gravity and mean normal | moment about the center of gravity(mx,my,mz) | area,  normal force (+ = tension) and shear force (size)"
26,WJCP_026,bottom_center/clip_horizontal_bottom_right_1/principal_2::bottom_center_right_cleat::shaft_to_wood_bore,open_bolt_shank_to_wood_bore,W00_BOTTOM_CENTER_RIGHT_CLEAT,M12_A03_BOLT_HEAD_PLUS_SHAFT_UNION,CFN,77,0.001,True,"[0.0,0.0,0.0]","[0.0,0.0,0.0]","[""NaN"",""NaN"",""NaN""]","[""NaN"",""NaN"",""NaN""]","[""NaN"",""NaN"",""NaN""]",0.0,"""NaN""","""NaN""","total surface force (fx,fy,fz) and moment about the origin (mx,my,mz) | center of gravity and mean normal | moment about the center of gravity(mx,my,mz) | area,  normal force (+ = tension) and shear force (size)"
26,WJCP_026,bottom_center/clip_horizontal_bottom_right_1/principal_2::bottom_center_right_cleat::shaft_to_wood_bore,open_bolt_shank_to_wood_bore,W00_BOTTOM_CENTER_RIGHT_CLEAT,M12_A03_BOLT_HEAD_PLUS_SHAFT_UNION,CFS,78,0.001,True,"[0.0,0.0,0.0]","[0.0,0.0,0.0]","[""NaN"",""NaN"",""NaN""]","[""NaN"",""NaN"",""NaN""]","[""NaN"",""NaN"",""NaN""]",0.0,"""NaN""","""NaN""","total surface force (fx,fy,fz) and moment about the origin (mx,my,mz) | center of gravity and mean normal | moment about the center of gravity(mx,my,mz) | area,  normal force (+ = tension) and shear force (size)"
27,WJCP_027,bottom_center/clip_horizontal_bottom_right_1/principal_2::base_principal_center_right::shaft_to_wood_bore,open_bolt_shank_to_wood_bore,W02_BASE_PRINCIPAL_CENTER_RIGHT,M12_A03_BOLT_HEAD_PLUS_SHAFT_UNION,CF,79,0.001,True,"[0.0,0.0,0.0]","[0.0,0.0,0.0]","[""NaN"",""NaN"",""NaN""]","[""NaN"",""NaN"",""NaN""]","[""NaN"",""NaN"",""NaN""]",0.0,"""NaN""","""NaN""","total surface force (fx,fy,fz) and moment about the origin (mx,my,mz) | center of gravity and mean normal | moment about the center of gravity(mx,my,mz) | area,  normal force (+ = tension) and shear force (size)"
27,WJCP_027,bottom_center/clip_horizontal_bottom_right_1/principal_2::base_principal_center_right::shaft_to_wood_bore,open_bolt_shank_to_wood_bore,W02_BASE_PRINCIPAL_CENTER_RIGHT,M12_A03_BOLT_HEAD_PLUS_SHAFT_UNION,CFN,80,0.001,True,"[0.0,0.0,0.0]","[0.0,0.0,0.0]","[""NaN"",""NaN"",""NaN""]","[""NaN"",""NaN"",""NaN""]","[""NaN"",""NaN"",""NaN""]",0.0,"""NaN""","""NaN""","total surface force (fx,fy,fz) and moment about the origin (mx,my,mz) | center of gravity and mean normal | moment about the center of gravity(mx,my,mz) | area,  normal force (+ = tension) and shear force (size)"
27,WJCP_027,bottom_center/clip_horizontal_bottom_right_1/principal_2::base_principal_center_right::shaft_to_wood_bore,open_bolt_shank_to_wood_bore,W02_BASE_PRINCIPAL_CENTER_RIGHT,M12_A03_BOLT_HEAD_PLUS_SHAFT_UNION,CFS,81,0.001,True,"[0.0,0.0,0.0]","[0.0,0.0,0.0]","[""NaN"",""NaN"",""NaN""]","[""NaN"",""NaN"",""NaN""]","[""NaN"",""NaN"",""NaN""]",0.0,"""NaN""","""NaN""","total surface force (fx,fy,fz) and moment about the origin (mx,my,mz) | center of gravity and mean normal | moment about the center of gravity(mx,my,mz) | area,  normal force (+ = tension) and shear force (size)"
28,WJCP_028,bottom_center/clip_horizontal_bottom_right_1/rail_1::shaft_to_head_washer_bore,open_bolt_shank_to_washer_bore,M01_A00_HEAD_WASHER,M00_A00_BOLT_HEAD_PLUS_SHAFT_UNION,CF,82,0.001,True,"[0.0,0.0,0.0]","[0.0,0.0,0.0]","[""NaN"",""NaN"",""NaN""]","[""NaN"",""NaN"",""NaN""]","[""NaN"",""NaN"",""NaN""]",0.0,"""NaN""","""NaN""","total surface force (fx,fy,fz) and moment about the origin (mx,my,mz) | center of gravity and mean normal | moment about the center of gravity(mx,my,mz) | area,  normal force (+ = tension) and shear force (size)"
